path,type,level,section,de,cau,option,language,key,alias,text,mode,status,error,route
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_1_a.png,nghe,topik2,listen,35,1,a,en,type=nghe|level=topik2|cau=1|opt=a|lang=en,topik2_listen_35_1_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_1_a.png,nghe,topik2,listen,35,1,a,ko,type=nghe|level=topik2|cau=1|opt=a|lang=ko,topik2_listen_35_1_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_c.png,nghe,topik2,listen,36,2,c,en,type=nghe|level=topik2|cau=2|opt=c|lang=en,topik2_listen_36_2_c,"[TEXT]

[/TEXT]

[DESC]
<description here>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_c.png,nghe,topik2,listen,36,2,c,ko,type=nghe|level=topik2|cau=2|opt=c|lang=ko,topik2_listen_36_2_c,"[TEXT]

[/TEXT]

[DESC]
< 설명이 여기에>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_c.png,nghe,topik2,listen,37,2,c,en,type=nghe|level=topik2|cau=2|opt=c|lang=en,topik2_listen_37_2_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_c.png,nghe,topik2,listen,37,2,c,ko,type=nghe|level=topik2|cau=2|opt=c|lang=ko,topik2_listen_37_2_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_2_d.png,nghe,topik2,listen,41,2,d,en,type=nghe|level=topik2|cau=2|opt=d|lang=en,topik2_listen_41_2_d,"[TEXT]

[/TEXT]

[DESC]
[TEXT]
A man and a woman standing on a dirt ground.
[/TEXT]

[DESC]
A man and a woman standing on a dirt ground.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_2_d.png,nghe,topik2,listen,41,2,d,ko,type=nghe|level=topik2|cau=2|opt=d|lang=ko,topik2_listen_41_2_d,"[TEXT]

[/TEXT]

[DESC]
[TEXT] 흙 땅에 있는 남자와 여자가
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_1_a.png,nghe,topik2,listen,52,1,a,en,type=nghe|level=topik2|cau=1|opt=a|lang=en,topik2_listen_52_1_a,"[TEXT]

[/TEXT]

[DESC]
A woman in a white coat is checking a boy's stomach.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_1_a.png,nghe,topik2,listen,52,1,a,ko,type=nghe|level=topik2|cau=1|opt=a|lang=ko,topik2_listen_52_1_a,"[TEXT]

[/TEXT]

[DESC]
흰색 모자 입은 여자가 남자아이의 위를 검사하고 있습니다.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_1_c.png,nghe,topik2,listen,60,1,c,en,type=nghe|level=topik2|cau=1|opt=c|lang=en,topik2_listen_60_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_1_c.png,nghe,topik2,listen,60,1,c,ko,type=nghe|level=topik2|cau=1|opt=c|lang=ko,topik2_listen_60_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_3_a.png,nghe,topik2,listen,52,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_52_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_3_a.png,nghe,topik2,listen,52,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_52_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_a.png,nghe,topik2,listen,37,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_37_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_a.png,nghe,topik2,listen,37,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_37_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_3_b.png,nghe,topik2,listen,52,3,b,en,type=nghe|level=topik2|cau=3|opt=b|lang=en,topik2_listen_52_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_3_b.png,nghe,topik2,listen,52,3,b,ko,type=nghe|level=topik2|cau=3|opt=b|lang=ko,topik2_listen_52_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_1_d.png,nghe,topik2,listen,37,1,d,en,type=nghe|level=topik2|cau=1|opt=d|lang=en,topik2_listen_37_1_d,"[TEXT]

[/TEXT]

[DESC]
<description here>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_1_d.png,nghe,topik2,listen,37,1,d,ko,type=nghe|level=topik2|cau=1|opt=d|lang=ko,topik2_listen_37_1_d,"[TEXT]

[/TEXT]

[DESC]
< 설명이 여기에>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_a.png,nghe,topik2,listen,37,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_37_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_a.png,nghe,topik2,listen,37,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_37_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_3_b.png,nghe,topik2,listen,35,3,b,en,type=nghe|level=topik2|cau=3|opt=b|lang=en,topik2_listen_35_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_3_b.png,nghe,topik2,listen,35,3,b,ko,type=nghe|level=topik2|cau=3|opt=b|lang=ko,topik2_listen_35_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_2_c.png,nghe,topik2,listen,41,2,c,en,type=nghe|level=topik2|cau=2|opt=c|lang=en,topik2_listen_41_2_c,"[TEXT]

[/TEXT]

[DESC]
[TEXT]
A man and a woman are planting a tree.
[/TEXT]

[DESC]
A man and a woman are planting a tree in a yard.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_2_c.png,nghe,topik2,listen,41,2,c,ko,type=nghe|level=topik2|cau=2|opt=c|lang=ko,topik2_listen_41_2_c,"[TEXT]

[/TEXT]

[DESC]
한 남자와 한 여자가 정원에 나무를 심고 있습니다.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_1_c.png,nghe,topik2,listen,41,1,c,en,type=nghe|level=topik2|cau=1|opt=c|lang=en,topik2_listen_41_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_1_c.png,nghe,topik2,listen,41,1,c,ko,type=nghe|level=topik2|cau=1|opt=c|lang=ko,topik2_listen_41_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_d.png,nghe,topik2,listen,37,2,d,en,type=nghe|level=topik2|cau=2|opt=d|lang=en,topik2_listen_37_2_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_d.png,nghe,topik2,listen,37,2,d,ko,type=nghe|level=topik2|cau=2|opt=d|lang=ko,topik2_listen_37_2_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_2_b.png,nghe,topik2,listen,47,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_47_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_2_b.png,nghe,topik2,listen,47,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_47_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_d.png,nghe,topik2,listen,36,2,d,en,type=nghe|level=topik2|cau=2|opt=d|lang=en,topik2_listen_36_2_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_d.png,nghe,topik2,listen,36,2,d,ko,type=nghe|level=topik2|cau=2|opt=d|lang=ko,topik2_listen_36_2_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_1_b.png,nghe,topik2,listen,47,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_47_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_1_b.png,nghe,topik2,listen,47,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_47_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_1_b.png,nghe,topik2,listen,35,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_35_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_1_b.png,nghe,topik2,listen,35,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_35_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_3_a.png,nghe,topik2,listen,96,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_96_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",banner
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_3_a.png,nghe,topik2,listen,96,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_96_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",banner
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_3_a.png,nghe,topik2,listen,91,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_91_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_3_a.png,nghe,topik2,listen,91,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_91_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_1_c.png,nghe,topik2,listen,52,1,c,en,type=nghe|level=topik2|cau=1|opt=c|lang=en,topik2_listen_52_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_1_c.png,nghe,topik2,listen,52,1,c,ko,type=nghe|level=topik2|cau=1|opt=c|lang=ko,topik2_listen_52_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_c.png,nghe,topik2,listen,37,3,c,en,type=nghe|level=topik2|cau=3|opt=c|lang=en,topik2_listen_37_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_c.png,nghe,topik2,listen,37,3,c,ko,type=nghe|level=topik2|cau=3|opt=c|lang=ko,topik2_listen_37_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_2_c.png,nghe,topik2,listen,60,2,c,en,type=nghe|level=topik2|cau=2|opt=c|lang=en,topik2_listen_60_2_c,"[TEXT]

[/TEXT]

[DESC]
A woman sitting on the ground with a man standing over her.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_2_c.png,nghe,topik2,listen,60,2,c,ko,type=nghe|level=topik2|cau=2|opt=c|lang=ko,topik2_listen_60_2_c,"[TEXT]

[/TEXT]

[DESC]
바닥에 앉아 있는 여자가, 그 위에 있는 남자가
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_c.png,nghe,topik2,listen,47,3,c,en,type=nghe|level=topik2|cau=3|opt=c|lang=en,topik2_listen_47_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_c.png,nghe,topik2,listen,47,3,c,ko,type=nghe|level=topik2|cau=3|opt=c|lang=ko,topik2_listen_47_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_2_a.png,nghe,topik2,listen,52,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_52_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_2_a.png,nghe,topik2,listen,52,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_52_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_b.png,nghe,topik2,listen,60,3,b,en,type=nghe|level=topik2|cau=3|opt=b|lang=en,topik2_listen_60_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_b.png,nghe,topik2,listen,60,3,b,ko,type=nghe|level=topik2|cau=3|opt=b|lang=ko,topik2_listen_60_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_1_a.png,nghe,topik2,listen,91,1,a,en,type=nghe|level=topik2|cau=1|opt=a|lang=en,topik2_listen_91_1_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_1_a.png,nghe,topik2,listen,91,1,a,ko,type=nghe|level=topik2|cau=1|opt=a|lang=ko,topik2_listen_91_1_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_2_a.png,nghe,topik2,listen,41,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_41_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_2_a.png,nghe,topik2,listen,41,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_41_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_a.png,nghe,topik2,listen,83,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_83_2_a,"[TEXT]

[/TEXT]

[DESC]
[TEXT]
A woman holding a flower in her hand.
[/TEXT]

[DESC]
A woman holding a flower in her hand.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_a.png,nghe,topik2,listen,83,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_83_2_a,"[TEXT]

[/TEXT]

[DESC]
[ 텍스트 ] 한 여자가 꽃을 들고 있는
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_1_d.png,nghe,topik2,listen,64,1,d,en,type=nghe|level=topik2|cau=1|opt=d|lang=en,topik2_listen_64_1_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_1_d.png,nghe,topik2,listen,64,1,d,ko,type=nghe|level=topik2|cau=1|opt=d|lang=ko,topik2_listen_64_1_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_1_d.png,nghe,topik2,listen,52,1,d,en,type=nghe|level=topik2|cau=1|opt=d|lang=en,topik2_listen_52_1_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_1_d.png,nghe,topik2,listen,52,1,d,ko,type=nghe|level=topik2|cau=1|opt=d|lang=ko,topik2_listen_52_1_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_2_c.png,nghe,topik2,listen,52,2,c,en,type=nghe|level=topik2|cau=2|opt=c|lang=en,topik2_listen_52_2_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/52_2_c.png,nghe,topik2,listen,52,2,c,ko,type=nghe|level=topik2|cau=2|opt=c|lang=ko,topik2_listen_52_2_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_1_c.png,nghe,topik2,listen,96,1,c,en,type=nghe|level=topik2|cau=1|opt=c|lang=en,topik2_listen_96_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_1_c.png,nghe,topik2,listen,96,1,c,ko,type=nghe|level=topik2|cau=1|opt=c|lang=ko,topik2_listen_96_1_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_3_d.png,nghe,topik2,listen,96,3,d,en,type=nghe|level=topik2|cau=3|opt=d|lang=en,topik2_listen_96_3_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_3_d.png,nghe,topik2,listen,96,3,d,ko,type=nghe|level=topik2|cau=3|opt=d|lang=ko,topik2_listen_96_3_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_3_a.png,nghe,topik2,listen,83,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_83_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
